monthly_income,monthly_expenses,existing_debt_payment,credit_score,age,debt_to_income_ratio,max_affordable_loan
96385.86,69422.45,3554.1,612.0,39,0.757,414442.39
45224.54,19845.06,7489.88,652.0,38,0.604,313067.07
71001.5,55433.7,8045.72,734.0,23,0.894,147162.93
20796.39,9254.03,3630.23,700.0,23,0.62,154090.63
71430.33,26517.95,3800.07,680.0,29,0.424,902007.46
50165.44,26022.02,5184.46,628.0,21,0.622,388557.2
40939.55,19251.15,1840.62,564.0,24,0.515,375382.1
40990.91,26211.43,2666.78,655.0,29,0.705,211182.55
50159.71,27201.15,3060.92,673.0,47,0.603,320314.6
69560.83,44807.98,10404.34,563.0,26,0.794,250762.12
27195.92,13770.57,2192.6,684.0,24,0.587,168001.32
50072.12,22544.16,5589.93,711.0,65,0.562,402784.42
58963.21,27268.47,445.26,625.0,64,0.47,572717.86
32524.02,27864.66,743.09,712.0,39,0.88,65080.67
104916.63,61247.77,6243.27,702.0,44,0.643,709916.07
38662.61,9759.82,1129.1,656.0,52,0.282,537704.37
43264.08,20419.29,4305.84,647.0,55,0.571,326408.15
35542.3,20064.69,5385.39,653.0,41,0.716,181301.44
104962.0,86783.63,4036.24,612.0,31,0.865,262956.14
73822.63,51993.63,10035.01,708.0,57,0.84,255616.61
36585.2,15063.68,4510.53,612.0,53,0.535,301497.6
87655.79,78890.21,3811.88,618.0,30,0.943,91985.37
65017.47,35455.71,2242.65,720.0,54,0.58,494374.6
66431.34,48956.54,4169.45,661.0,69,0.8,254929.27
51388.07,19360.39,5152.89,685.0,67,0.477,524742.42
41264.6,8252.92,378.35,543.0,28,0.209,564303.64
68444.15,23184.45,9458.87,638.0,49,0.477,740544.23
46372.82,9274.56,1967.35,814.0,22,0.242,677500.39
105418.89,91378.51,6213.14,538.0,34,0.926,128913.67
28267.72,16456.9,1818.09,820.0,19,0.646,227017.4
98403.92,40473.87,13391.08,701.0,49,0.547,795893.9
57217.03,35354.04,5763.32,637.0,40,0.719,307060.46
67477.14,39028.79,7468.83,664.0,22,0.689,446345.8
80828.94,51984.33,2723.95,778.0,57,0.677,546709.55
44243.77,32361.21,138.85,498.0,55,0.735,195407.16
81606.21,41334.51,5398.33,793.0,25,0.573,671246.51
15000.0,6270.36,410.38,701.0,44,0.445,171130.91
42000.26,28315.16,2182.69,761.0,19,0.726,198273.42
36898.43,24734.86,1657.73,540.0,57,0.715,147946.09
28662.35,16197.39,660.34,662.0,24,0.588,192909.66
54626.13,47887.07,4021.51,494.0,57,0.95,43309.77
69643.75,33730.33,6036.18,776.0,67,0.571,510860.62
77566.5,32191.75,6237.11,601.0,39,0.495,823263.23
66021.92,40452.54,9475.57,600.0,24,0.756,254077.02
43357.66,19457.16,4840.81,525.0,64,0.56,338297.95
69225.41,43219.33,2505.37,716.0,26,0.661,406557.67
63107.14,26823.61,1584.6,686.0,63,0.45,631924.17
83401.4,40863.66,9266.12,620.0,62,0.601,584849.09
79423.42,66209.43,3990.05,701.0,52,0.884,151687.36
60761.91,29722.41,4488.96,618.0,55,0.563,462557.03
37568.67,16161.0,3651.05,539.0,41,0.527,333787.82
43676.25,31691.56,4039.87,651.0,53,0.818,139306.41
46255.27,18147.96,1256.42,812.0,35,0.42,544221.56
52118.34,23247.83,4359.89,758.0,60,0.53,484201.03
66701.26,42454.3,7213.79,716.0,43,0.745,329278.32
77879.36,53796.08,2467.99,700.0,56,0.722,327875.78
58722.03,43047.45,3373.74,651.0,32,0.791,236157.93
60403.12,26451.54,3126.7,739.0,39,0.49,614590.68
63582.66,40654.83,8374.22,725.0,42,0.771,274158.39
47102.37,22613.08,8391.04,673.0,60,0.658,330829.7
36865.19,16926.71,101.41,696.0,68,0.462,404228.49
16114.05,11771.02,275.22,552.0,42,0.748,70229.47
42621.27,19928.29,2786.53,642.0,58,0.533,335796.75
71828.64,42503.21,4172.9,585.0,42,0.65,418104.19
42427.21,24325.09,4640.46,583.0,55,0.683,226292.41
54054.82,21048.24,10857.73,718.0,42,0.59,437565.22
71660.78,49798.08,13722.01,579.0,24,0.886,137591.76
73017.24,46296.01,2153.48,741.0,57,0.664,476753.42
33011.68,8320.81,2429.64,763.0,61,0.326,376378.75
84926.48,50243.63,8076.51,675.0,41,0.687,522140.36
88183.75,38276.51,10118.43,632.0,36,0.549,784218.41
31753.75,22690.0,924.18,762.0,39,0.744,150337.12
39404.08,13129.05,3228.92,724.0,63,0.415,411899.21
89777.27,44576.97,1323.93,776.0,40,0.511,793734.14
56328.66,34039.62,6288.93,593.0,37,0.716,325546.44
15000.0,8372.27,1078.79,659.0,37,0.63,107431.16
25007.96,16616.38,2292.5,663.0,24,0.756,109055.06
53765.76,17325.3,2944.43,697.0,51,0.377,577827.48
30923.93,24670.72,985.03,730.0,28,0.83,88771.12
49664.41,31227.57,3316.91,691.0,60,0.696,298689.73
60809.91,45848.1,4121.24,787.0,25,0.822,205426.09
96556.37,65768.02,8664.54,650.0,55,0.771,411397.63
52738.65,28914.41,4085.77,596.0,28,0.626,385106.35
86813.54,31024.58,1875.69,627.0,60,0.379,847842.17
95719.0,44554.04,937.66,617.0,42,0.475,817709.03
95857.74,75577.55,12955.37,644.0,48,0.924,136476.39
67118.86,50863.73,6487.96,658.0,54,0.854,171056.74
15000.0,6855.9,478.87,662.0,43,0.489,135225.23
71520.62,14304.12,3875.72,699.0,27,0.254,1061909.56
86210.0,44665.1,5466.63,643.0,50,0.582,686220.12
57973.32,29383.46,5937.15,764.0,24,0.609,419663.54
103614.6,53106.01,7908.23,525.0,53,0.589,654768.27
81495.84,51283.77,10368.68,502.0,62,0.757,314781.34
74206.83,50566.9,2342.32,760.0,37,0.713,453464.23
87159.52,60884.84,612.68,754.0,32,0.706,409529.29
68334.25,42152.42,6232.39,779.0,33,0.708,382142.87
15000.0,4198.27,505.11,731.0,52,0.314,205545.71
47521.53,23704.69,917.27,680.0,38,0.518,390281.68
89929.2,80541.8,6222.5,659.0,52,0.965,48859.74
39810.22,24130.27,1356.44,552.0,57,0.64,212063.5
54413.19,32929.39,2939.16,692.0,65,0.659,351195.7
33879.09,20460.36,6386.46,565.0,51,0.792,116727.26
104598.06,64046.12,13615.12,850.0,56,0.742,441937.12
102037.31,20407.46,6854.18,597.0,18,0.267,1218318.75
37903.28,19484.99,8267.8,674.0,26,0.732,206894.88
63682.45,34663.38,1889.32,801.0,58,0.574,529295.61
42987.65,31906.48,1324.36,651.0,47,0.773,183602.24
75373.62,41994.48,5343.79,651.0,38,0.628,494298.44
72742.08,22042.54,1528.23,473.0,35,0.324,830113.42
80292.64,49340.9,8767.8,575.0,39,0.724,396144.08
68297.96,29328.94,4255.33,725.0,61,0.492,650462.86
133385.16,49016.66,2388.27,814.0,43,0.385,1478970.47
34301.91,14574.06,2367.38,609.0,29,0.494,313103.37
17234.92,10881.71,61.96,696.0,48,0.635,99453.82
50172.74,37068.34,666.39,850.0,54,0.752,264121.19
20800.29,12946.92,1782.82,725.0,60,0.708,123509.1
22688.44,14629.59,1235.09,758.0,53,0.699,123933.47
34967.13,21713.08,3118.4,619.0,65,0.71,155935.76
36945.28,20881.44,1406.72,804.0,61,0.603,316818.08
36134.55,23651.49,3447.68,625.0,19,0.75,158010.86
72955.47,14591.09,9622.97,611.0,54,0.332,828547.71
47345.27,26828.83,5543.3,798.0,57,0.684,298865.26
55512.14,21830.77,2708.37,629.0,33,0.442,517579.32
82355.82,59661.47,2778.24,680.0,67,0.758,305181.11
40841.94,21561.55,499.93,810.0,40,0.54,349985.81
53386.35,29610.32,2089.61,607.0,52,0.594,374956.66
69144.0,22419.2,3775.91,661.0,23,0.379,771471.86
15000.0,10537.87,1230.89,631.0,53,0.785,46739.72
15000.0,9661.49,98.41,654.0,39,0.651,90935.14
68652.93,43494.53,5419.42,683.0,28,0.712,418217.25
72300.36,30947.92,3209.8,787.0,51,0.472,745839.04
111605.5,48431.66,1164.7,811.0,38,0.444,1332160.49
63952.37,37318.76,3334.92,692.0,30,0.636,451068.04
80493.49,35886.03,6036.87,622.0,62,0.521,629227.95
55113.18,33907.5,4764.95,734.0,35,0.702,290289.19
67430.68,15230.1,3668.27,680.0,62,0.28,916363.64
101681.42,48488.65,15803.61,683.0,61,0.632,642938.87
15000.0,12292.7,483.2,597.0,47,0.852,42492.53
70340.41,43324.27,6878.17,551.0,58,0.714,323344.56
113389.67,65201.22,5981.52,678.0,41,0.628,828660.24
67050.86,56844.64,10301.02,594.0,18,1.001,0.0
101264.32,20252.86,3055.6,638.0,54,0.23,1439895.44
44269.7,18934.3,3277.82,799.0,45,0.502,405955.17
59198.81,28997.0,3356.16,674.0,21,0.547,537881.65
60838.12,41294.04,5020.01,769.0,21,0.761,344606.09
15000.0,10220.23,1027.72,704.0,31,0.75,62728.33
30795.55,12937.18,1284.82,727.0,28,0.462,339471.78
32578.12,22794.69,2056.98,636.0,40,0.763,136106.82
80551.65,39430.26,14803.95,772.0,63,0.673,466594.2
81803.83,59859.62,1205.88,705.0,29,0.746,342143.32
68100.91,26906.91,3337.06,659.0,65,0.444,618937.66
80602.57,42840.53,3731.56,705.0,64,0.578,582114.05
55896.26,26633.17,5313.27,623.0,59,0.572,369292.13
90048.29,63790.62,17960.19,657.0,21,0.908,164521.13
60219.71,28398.58,8432.32,676.0,18,0.612,422818.57
61446.6,33404.38,2545.85,638.0,68,0.585,468131.74
53360.18,33404.63,521.28,805.0,57,0.636,338342.72
77111.26,48718.03,1709.81,647.0,27,0.654,530264.87
49470.03,33790.15,6888.32,847.0,24,0.822,168067.77
84410.78,49099.11,930.71,685.0,19,0.593,707471.71
31696.27,15444.41,438.15,661.0,40,0.501,296048.28
32527.09,16183.7,487.55,640.0,51,0.513,253157.94
77185.67,42749.35,4763.64,714.0,68,0.616,570945.85
57786.39,33945.97,4771.0,752.0,29,0.67,361700.93
48652.71,25684.95,932.0,477.0,68,0.547,311577.19
82251.44,45475.22,6094.69,680.0,29,0.627,497498.96
44818.46,14450.01,4164.18,521.0,62,0.415,459312.67
54994.97,35752.41,1726.01,759.0,33,0.681,375208.44
94980.7,54819.71,3278.98,760.0,25,0.612,631902.04
98478.56,68962.62,11830.59,683.0,59,0.82,325187.74
99309.96,54622.87,15143.36,697.0,23,0.703,462169.28
52946.86,15314.37,1486.67,566.0,32,0.317,656050.35
90767.57,45041.87,6002.8,636.0,66,0.562,705008.65
36276.18,18863.99,1443.34,631.0,28,0.56,242947.29
37327.43,24689.69,4369.64,644.0,68,0.778,139835.17
15000.0,3591.88,348.93,750.0,47,0.263,198723.81
101821.71,56630.88,6714.5,783.0,27,0.622,682562.18
38400.5,24079.09,583.95,729.0,40,0.642,282067.2
56836.69,25620.66,3857.57,654.0,35,0.519,446773.67
37241.89,20899.93,3491.84,620.0,26,0.655,261384.63
77379.13,35280.59,1969.99,687.0,26,0.481,794964.8
50609.16,22296.58,718.42,704.0,67,0.455,492062.93
27379.58,13381.41,1440.65,662.0,23,0.541,276669.07
71041.56,31499.56,3582.76,627.0,33,0.494,606317.43
24156.75,15763.31,1543.19,729.0,29,0.716,110647.62
39064.86,17179.05,1960.6,737.0,19,0.49,412927.13
15000.0,6218.45,938.64,575.0,34,0.477,120880.16
24401.05,19891.47,1277.53,649.0,43,0.868,64614.82
64463.23,44744.64,1628.03,742.0,26,0.719,294704.95
15000.0,4061.59,164.12,759.0,22,0.282,188503.25
22971.36,9999.08,1300.55,685.0,45,0.492,201145.82
59940.78,35147.44,2260.36,709.0,47,0.624,440828.28
46409.83,27779.22,6331.39,700.0,34,0.735,215345.58
109800.92,35841.88,2490.99,756.0,64,0.349,1289988.33
105847.41,76610.75,5825.35,591.0,56,0.779,425809.7
38301.94,25807.22,2624.32,701.0,36,0.742,203065.23
73928.44,46004.58,3858.76,609.0,23,0.674,403498.11
78732.06,59325.34,9430.7,767.0,21,0.873,172599.24
45063.03,27841.9,6509.22,595.0,61,0.762,209913.54
22611.46,13957.76,869.3,713.0,68,0.656,142271.25
59692.54,46778.17,5432.62,609.0,55,0.875,134706.7
55678.86,39820.57,3718.46,740.0,31,0.782,218457.23
49105.89,20809.79,1301.71,715.0,33,0.45,482243.28
71057.92,45830.89,1201.1,699.0,54,0.662,420822.95
41231.76,18569.13,455.25,837.0,49,0.461,482920.65
31200.06,19519.48,2447.98,624.0,48,0.704,180363.59
62727.07,38984.38,5374.63,754.0,22,0.707,332077.35
69649.25,23853.47,1769.33,774.0,34,0.368,816365.86
30583.88,16262.16,1150.29,754.0,21,0.569,281876.71
83202.27,49071.74,3119.57,626.0,60,0.627,645148.84
15737.97,7625.94,355.06,661.0,41,0.507,146917.4
45547.16,27201.06,6853.84,632.0,23,0.748,208752.97
53549.79,35925.73,4843.25,656.0,47,0.761,272206.75
44094.41,24049.58,547.6,613.0,61,0.558,346122.98
45873.49,26775.89,2429.2,651.0,28,0.637,303970.24
106776.86,80884.93,5608.24,797.0,44,0.81,378800.75
38727.9,24049.23,8265.96,654.0,26,0.834,122391.51
121030.54,70212.68,14682.1,688.0,41,0.701,618593.84
70928.17,28817.27,1831.48,622.0,37,0.432,672898.85
62301.38,40536.63,5421.02,679.0,30,0.738,288357.33
71906.01,43109.27,1120.92,746.0,45,0.615,555269.9
123248.19,91519.29,4915.18,719.0,64,0.782,485128.24
35160.17,19585.33,2567.98,793.0,48,0.63,276939.42
31989.55,8879.02,168.08,583.0,49,0.283,351741.89
41128.35,12132.12,1259.61,619.0,52,0.326,466720.75
60803.58,40151.77,4642.61,647.0,54,0.737,287449.02
16855.72,7828.99,1744.21,802.0,36,0.568,145794.0
60558.48,37274.66,531.28,704.0,64,0.624,450753.49
102338.68,58039.84,8644.92,567.0,24,0.652,544041.27
63785.18,33485.57,6790.43,767.0,20,0.631,454442.1
52682.86,28214.09,5670.84,689.0,57,0.643,310269.57
44545.99,18717.85,872.05,751.0,47,0.44,505331.63
82462.79,45159.38,3196.56,807.0,48,0.586,641574.81
39354.18,18194.46,1143.6,602.0,62,0.491,372517.16
106159.9,52460.14,3863.66,807.0,65,0.531,983984.05
108333.99,54324.37,3930.73,674.0,57,0.538,916429.44
66418.77,34271.82,2222.49,647.0,26,0.549,671998.57
59712.12,41101.41,3157.33,692.0,51,0.741,311372.14
85766.5,45501.82,13085.82,585.0,39,0.683,493298.25
87369.96,61469.6,7105.57,678.0,44,0.785,341265.99
39850.21,31110.19,3963.5,661.0,69,0.88,82590.92
46836.12,31766.21,4979.25,605.0,44,0.785,165700.0
26941.31,16977.62,708.17,628.0,50,0.656,184728.87
70226.62,42067.49,5610.72,771.0,69,0.679,408626.17
76665.7,52117.63,2528.39,666.0,62,0.713,418624.85
26251.86,14790.41,2706.91,602.0,62,0.667,142190.67
48620.03,33921.49,5359.69,716.0,60,0.808,158856.66
26318.65,16899.62,1242.21,741.0,59,0.689,148555.03
37530.0,18615.78,4002.12,680.0,69,0.603,290393.73
73775.43,50490.25,8477.43,581.0,23,0.799,277970.78
41662.95,23486.32,1682.53,476.0,65,0.604,264572.67
52479.35,28028.18,7973.88,608.0,44,0.686,281601.37
19317.21,9244.64,637.54,764.0,49,0.512,191738.29
64674.76,37181.7,7134.01,757.0,55,0.685,383191.85
58893.17,41193.97,7151.47,616.0,39,0.821,176819.9
41776.02,28547.27,1979.59,661.0,69,0.731,184163.26
55274.64,33331.11,3424.23,736.0,30,0.665,387896.99
64507.37,41281.27,2603.51,669.0,49,0.68,353133.67
39628.3,29354.84,1520.3,755.0,44,0.779,151480.89
23093.44,12181.9,2890.49,672.0,61,0.653,142202.58
105139.36,40235.47,1445.56,719.0,57,0.396,1289776.09
44168.18,32912.78,5628.01,654.0,47,0.873,107968.79
57581.0,27093.77,9187.6,617.0,52,0.63,364520.44
85270.99,38069.17,15419.14,773.0,30,0.627,587783.08
148226.38,41587.93,2044.77,560.0,18,0.294,2136709.97
28887.84,18363.78,334.55,632.0,59,0.647,165913.48
71245.68,21856.9,3373.91,672.0,44,0.354,835076.28
42311.19,18509.5,4561.96,749.0,39,0.545,343052.37
46530.24,29697.25,3903.6,610.0,64,0.722,243734.46
41994.7,27644.61,730.12,690.0,60,0.676,272009.87
31858.63,14407.88,763.46,569.0,65,0.476,252357.7
58967.72,31245.64,10116.54,715.0,41,0.701,335390.63
23137.43,9697.15,57.98,826.0,40,0.422,205236.4
83670.19,39135.93,6772.51,523.0,52,0.549,622555.08
61375.07,36207.14,212.41,622.0,26,0.593,316917.25
70560.87,33498.99,2304.44,747.0,44,0.507,683675.15
48345.28,24818.91,3245.22,850.0,24,0.58,399405.68
50819.9,16785.51,10011.57,727.0,41,0.527,388121.5
67189.1,48372.35,3965.59,622.0,33,0.779,273589.61
30898.73,19358.37,3092.45,668.0,40,0.727,153255.55
51050.24,34149.33,2919.54,582.0,24,0.726,215881.25
38509.66,28634.39,1482.24,744.0,57,0.782,170908.59
37735.78,16083.67,2431.41,764.0,39,0.491,366501.71
15000.0,7443.61,2100.05,793.0,46,0.636,111095.31
93483.16,24845.47,3632.99,654.0,37,0.305,1123790.41
42836.53,38552.88,1135.44,615.0,54,0.927,53881.53
89084.4,46997.56,7791.84,800.0,23,0.615,778671.04
86719.81,61207.64,6667.91,790.0,48,0.783,347061.3
27850.01,10145.08,3314.64,601.0,44,0.483,254616.8
32789.72,22935.04,2221.49,650.0,58,0.767,139902.91
124012.57,102761.61,14840.75,743.0,54,0.948,107418.45
103773.15,56136.9,2190.79,660.0,26,0.562,839459.74
59212.04,23588.17,7139.68,683.0,42,0.519,435636.29
66434.33,35155.75,6320.15,562.0,59,0.624,502102.09
44228.84,9552.8,1587.48,590.0,55,0.252,644430.74
70808.82,38542.44,6003.52,673.0,50,0.629,381496.85
42070.45,28319.52,3677.15,624.0,30,0.761,195820.34
15000.0,8169.55,827.16,588.0,54,0.6,103150.53
26961.11,13679.5,1860.71,655.0,44,0.576,173768.09
60527.32,38079.87,5885.32,610.0,36,0.726,235137.44
31723.32,20322.08,87.75,682.0,33,0.643,204840.61
58318.06,17554.56,5024.16,759.0,64,0.387,796789.56
33133.47,18664.86,335.44,656.0,31,0.573,311998.43
40441.15,36397.04,6357.03,646.0,63,1.057,0.0
81329.13,28444.67,7257.75,766.0,21,0.439,788522.73
66187.01,35554.81,1089.87,739.0,56,0.554,660251.49
59758.39,50272.46,8349.45,744.0,39,0.981,19516.57
81974.1,58662.82,5138.75,478.0,64,0.778,275274.95
72015.21,34062.51,2187.85,644.0,54,0.503,676540.17
96164.08,55863.67,3587.01,634.0,18,0.618,730948.67
48503.52,26661.57,2760.51,614.0,68,0.607,293115.85
49259.13,21565.11,292.0,764.0,38,0.444,524558.53
27472.27,14803.77,3359.41,637.0,67,0.661,174691.44
49275.48,25032.2,430.01,569.0,47,0.517,303356.61
84119.25,47688.24,1323.09,700.0,44,0.583,525960.35
92499.68,40491.05,2980.73,679.0,63,0.47,743472.55
84007.63,30117.35,3401.48,606.0,51,0.399,893571.25
15145.2,8236.08,1816.5,761.0,46,0.664,103336.84
87078.63,70295.77,2282.1,722.0,21,0.833,303384.46
15000.0,8434.96,3076.78,722.0,24,0.767,67260.87
82452.93,41247.98,2119.41,719.0,50,0.526,899983.32
50805.39,33689.71,2647.98,767.0,29,0.715,295630.32
77563.33,40817.86,8030.96,668.0,50,0.63,586077.31
26688.79,22157.17,2116.51,581.0,63,0.91,44798.4
89279.19,49051.16,3234.0,663.0,41,0.586,682046.17
23375.63,15312.78,926.0,548.0,55,0.695,136914.32
43288.63,18908.88,1125.22,595.0,18,0.463,424432.69
35047.63,21921.01,1485.61,810.0,51,0.668,216306.51
16142.88,9544.7,1305.43,592.0,34,0.672,92129.16
62363.19,33771.17,3323.46,586.0,57,0.595,415624.86
105152.23,49919.58,659.86,734.0,67,0.481,946882.35
126672.63,57546.8,7551.65,749.0,39,0.514,1089629.16
62428.89,36979.94,3497.68,547.0,66,0.648,385244.93
87917.03,56648.54,7101.38,700.0,65,0.725,383133.18
65802.37,34936.16,5838.14,636.0,44,0.62,452867.8
72472.08,42982.48,6929.3,706.0,32,0.689,395352.25
51446.28,28002.87,3726.73,656.0,32,0.617,316659.21
64876.92,36641.12,3492.14,571.0,40,0.619,412162.17
73436.97,38182.32,1834.58,641.0,29,0.545,599283.73
45538.51,25168.95,942.66,730.0,44,0.573,438840.26
58062.64,52256.38,5192.98,835.0,66,0.989,11033.74
58539.25,34933.01,789.33,711.0,67,0.61,435801.28
80660.08,52170.5,2724.26,649.0,57,0.681,478932.32
33349.2,20533.22,1598.48,586.0,26,0.664,188754.76
58711.44,29976.74,1091.24,667.0,64,0.529,568975.64
107800.14,80213.91,3031.32,650.0,62,0.772,447574.22
89101.5,45114.36,9661.78,704.0,46,0.615,688878.27
93729.48,66384.67,1806.18,675.0,54,0.728,432874.41
60610.8,30297.45,805.01,718.0,38,0.513,481150.98
68024.94,27618.41,280.46,651.0,18,0.41,700540.31
85055.9,51442.61,11996.56,817.0,29,0.746,419796.6
99006.39,38048.13,1902.66,727.0,18,0.404,1066427.3
15000.0,9455.19,1054.33,623.0,44,0.701,80589.58
27113.97,10055.93,3351.66,760.0,41,0.494,250116.71
92736.1,46567.32,3937.8,588.0,41,0.545,687198.61
53077.77,17793.82,1880.71,612.0,66,0.371,662041.92
43206.98,38886.28,5301.1,616.0,51,1.023,0.0
28645.98,8648.39,2449.48,786.0,56,0.387,386902.46
46124.58,25436.42,5581.81,666.0,52,0.672,294707.15
24940.77,17994.66,1174.27,630.0,67,0.769,112728.06
112277.36,79206.95,12645.54,693.0,63,0.818,416600.43
59439.1,40281.96,7080.47,723.0,27,0.797,223037.06
58551.24,29417.06,3044.99,807.0,41,0.554,479155.96
74701.92,56225.39,9292.72,560.0,44,0.877,148428.26
84058.63,57749.01,3927.04,781.0,24,0.734,433659.77
83647.2,48669.7,3648.27,515.0,31,0.625,445890.88
86840.55,50896.13,12641.42,753.0,52,0.732,461741.73
44228.86,22309.55,3069.42,773.0,60,0.574,348566.03
52553.33,21733.54,1781.26,777.0,32,0.447,571809.22
79225.79,58276.33,3566.27,726.0,68,0.781,318926.87
46815.27,34963.11,2280.19,595.0,61,0.796,178860.66
59872.33,24989.73,1170.24,740.0,49,0.437,670654.97
69969.09,36868.97,6674.78,595.0,54,0.622,424184.94
79629.63,42083.18,5491.05,605.0,26,0.597,556981.72
15557.98,8480.68,879.33,643.0,56,0.602,85878.03
77868.64,43578.74,2596.89,651.0,64,0.593,538662.89
54156.9,37478.16,4273.23,699.0,50,0.771,234260.26
77686.44,34020.25,1553.84,624.0,50,0.458,664915.2
79423.29,33599.86,852.26,706.0,55,0.434,894036.34
100197.88,73694.83,7954.31,570.0,49,0.815,271221.09
93836.34,45098.05,6798.74,683.0,38,0.553,786127.07
93664.29,33770.16,1672.99,658.0,22,0.378,1025074.41
96091.76,45857.92,16789.42,761.0,60,0.652,710090.3
67284.47,33675.35,2173.66,769.0,28,0.533,571176.33
60804.63,47624.88,5246.91,666.0,46,0.87,140092.12
81820.43,56351.69,2233.36,523.0,63,0.716,427123.77
78302.02,56544.09,4974.04,562.0,25,0.786,317962.85
52273.34,35179.75,4207.98,770.0,44,0.753,200843.73
70120.59,48519.0,4173.74,669.0,63,0.751,267480.62
59122.59,26415.24,1628.85,820.0,58,0.474,703946.44
38651.68,20106.98,991.36,752.0,60,0.546,372936.36
92261.52,37044.17,1676.15,700.0,60,0.42,1065033.42
61379.98,31821.03,1569.44,690.0,69,0.544,506068.39
111217.71,72582.43,6808.1,588.0,65,0.714,540465.9
19362.69,11040.37,2834.21,629.0,29,0.717,82096.28
46080.53,34409.35,2454.1,713.0,24,0.8,163623.27
60815.97,23036.34,11476.96,652.0,52,0.568,510331.37
88434.53,55274.74,1681.91,717.0,61,0.644,579054.67
69986.73,25388.01,366.71,762.0,23,0.368,925634.02
67761.82,38226.24,12322.76,666.0,36,0.746,341921.86
31818.41,21033.56,2896.2,645.0,53,0.752,153230.98
31076.47,16092.16,3117.08,608.0,59,0.618,214184.85
68062.62,43061.11,1413.26,747.0,57,0.653,435347.99
25897.35,10515.36,1431.16,740.0,59,0.461,269748.13
46703.06,14031.77,4267.38,850.0,33,0.392,517848.65
72522.93,45947.23,6362.94,694.0,28,0.721,310096.26
35441.89,28764.69,2303.55,672.0,53,0.877,80542.19
100133.9,40112.96,1075.68,717.0,45,0.411,1031556.45
90598.41,66438.45,1174.98,657.0,62,0.746,382436.6
20714.5,11527.9,2836.77,609.0,69,0.693,107940.07
36690.72,12828.77,2564.36,687.0,40,0.42,422493.79
15000.0,5704.11,771.76,717.0,52,0.432,177049.72
40435.22,22335.11,3119.48,722.0,52,0.63,253496.38
79159.71,38735.27,12457.87,716.0,34,0.647,621769.64
49652.63,17530.51,6633.7,765.0,56,0.487,509097.6
71519.93,21162.33,10751.78,722.0,60,0.446,779814.09
21941.64,9281.14,1665.22,702.0,21,0.499,182587.83
79949.38,46296.4,4825.26,579.0,65,0.639,484941.65
46122.27,25322.97,5994.47,700.0,24,0.679,269553.5
60304.24,28633.32,1739.89,666.0,65,0.504,443678.42
57678.14,33469.65,3893.6,590.0,35,0.648,344978.23
28211.29,19917.28,1196.7,720.0,61,0.748,142873.88
31172.89,18988.0,2259.59,721.0,40,0.682,175379.08
84194.86,44775.14,4440.43,714.0,45,0.585,600504.03
69974.8,48227.39,9696.15,724.0,58,0.828,249219.05
86251.23,35019.93,3619.7,690.0,59,0.448,887029.49
68116.46,35165.94,2423.7,660.0,53,0.552,543054.13
63574.77,33048.5,9368.86,822.0,55,0.667,427728.11
16849.73,6141.0,280.44,692.0,36,0.381,201688.91
53240.83,25929.29,4764.56,477.0,67,0.577,383702.03
59315.39,14161.91,5335.01,486.0,61,0.329,690679.41
108827.68,91069.91,5428.9,776.0,67,0.887,248549.89
77173.92,31594.07,3177.95,533.0,38,0.451,783170.99
98401.53,77532.25,10016.74,636.0,52,0.89,156338.11
74938.44,41644.24,11047.84,583.0,67,0.703,418453.98
42217.42,26796.65,3322.73,656.0,19,0.713,211578.6
62928.11,29996.57,6875.61,711.0,68,0.586,427006.63
65905.59,38303.63,2432.54,627.0,34,0.618,486854.59
36521.11,23650.1,542.55,615.0,28,0.662,214913.95
50390.32,32737.72,6535.28,738.0,30,0.779,229387.77
54855.83,36545.83,4400.93,850.0,58,0.746,274636.72
100140.5,49544.52,3093.8,723.0,45,0.526,919866.25
15000.0,7169.19,1306.95,607.0,34,0.565,110849.71
90145.46,28023.84,13290.02,750.0,62,0.458,930808.82
36580.12,22989.98,2417.14,820.0,41,0.695,209388.23
25698.02,18306.16,719.73,765.0,62,0.74,112964.87
89498.55,70918.41,10672.99,557.0,51,0.912,118082.35
78297.45,46647.73,1974.18,722.0,66,0.621,566929.08
91362.97,39745.45,1178.81,643.0,54,0.448,844104.28
80017.55,23640.03,1811.83,684.0,31,0.318,1047589.17
111496.13,78744.14,1638.65,650.0,66,0.721,545966.2
73968.1,20752.38,2282.82,739.0,23,0.311,916213.62
56088.07,27982.86,4152.34,652.0,58,0.573,501037.68
68573.16,35408.02,5278.39,793.0,61,0.593,511763.86
91086.73,49148.73,3815.58,680.0,39,0.581,704075.2
40515.62,22501.17,1661.7,662.0,37,0.596,344215.71
43702.79,24942.15,355.47,726.0,40,0.579,376497.17
52276.0,10455.2,870.72,709.0,61,0.217,781472.89
15000.0,8282.98,864.16,728.0,49,0.61,102180.55
63451.96,13677.94,3583.42,669.0,39,0.272,662934.44
15000.0,9897.49,669.47,787.0,56,0.704,63878.53
61326.48,28622.98,1536.08,759.0,67,0.492,572849.81
81632.24,18485.17,818.06,679.0,40,0.236,1325264.34
48078.09,20571.14,1494.03,746.0,37,0.459,455138.33
101927.9,47344.36,6324.99,659.0,54,0.527,775861.88
23487.48,17113.09,2491.27,726.0,60,0.835,70910.35
